Date,cash_type,money,coffee_name,Time_fixed
9/15/2024,card,23.02,Cortado,0.00:36:19
9/15/2024,card,23.02,Cortado,0.00:37:20
9/15/2024,card,32.82,Cappuccino,0.00:53:18
9/16/2024,card,32.82,Latte,0.00:32:22
9/16/2024,card,27.92,Americano with Milk,0.00:33:36
9/16/2024,card,32.82,Latte,0.00:23:19
9/16/2024,card,27.92,Americano with Milk,0.00:16:05
9/16/2024,card,32.82,Latte,0.00:18:03
9/16/2024,card,32.82,Latte,0.00:54:45
9/16/2024,card,32.82,Latte,0.00:56:05
9/16/2024,card,27.92,Americano with Milk,0.00:10:18
9/16/2024,card,32.82,Latte,0.00:11:32
9/16/2024,card,27.92,Americano with Milk,0.00:37:47
9/16/2024,card,27.92,Americano with Milk,0.00:38:48
9/17/2024,card,23.02,Cortado,0.00:54:57
9/17/2024,card,32.82,Latte,0.00:09:00
9/17/2024,card,27.92,Americano with Milk,0.00:37:37
9/17/2024,card,23.02,Cortado,0.00:42:31
9/17/2024,card,32.82,Cappuccino,0.00:10:03
9/17/2024,card,27.92,Americano with Milk,0.00:11:08
9/17/2024,card,27.92,Americano with Milk,0.00:34:56
9/17/2024,card,18.12,Espresso,0.00:38:33
9/17/2024,card,27.92,Americano with Milk,0.00:39:33
9/17/2024,card,32.82,Latte,0.00:44:15
9/17/2024,card,27.92,Americano with Milk,0.00:54:23
9/17/2024,card,23.02,Cortado,0.00:55:31
9/17/2024,card,32.82,Cappuccino,0.00:29:37
9/17/2024,card,32.82,Latte,0.00:31:00
9/17/2024,card,32.82,Hot Chocolate,0.00:54:23
9/17/2024,card,27.92,Americano with Milk,0.00:00:45
9/17/2024,card,27.92,Americano with Milk,0.00:03:53
9/17/2024,card,32.82,Latte,0.00:12:47
9/17/2024,card,27.92,Americano with Milk,0.00:13:59
9/17/2024,card,27.92,Americano with Milk,0.00:14:59
9/17/2024,card,27.92,Americano with Milk,0.00:31:57
9/17/2024,card,32.82,Hot Chocolate,0.00:19:36
9/17/2024,card,32.82,Hot Chocolate,0.00:20:19
9/18/2024,card,32.82,Latte,0.00:29:48
9/18/2024,card,32.82,Latte,0.00:34:19
9/18/2024,card,27.92,Americano with Milk,0.00:15:38
9/18/2024,card,27.92,Americano with Milk,0.00:18:21
9/19/2024,card,27.92,Americano with Milk,0.00:17:18
9/19/2024,card,23.02,Cortado,0.00:30:29
9/19/2024,card,32.82,Latte,0.00:01:30
9/19/2024,card,23.02,Americano,0.00:59:33
9/19/2024,card,27.92,Americano with Milk,0.00:00:33
9/19/2024,card,23.02,Cortado,0.00:45:42
9/20/2024,card,27.92,Americano with Milk,0.00:34:56
9/20/2024,card,27.92,Americano with Milk,0.00:46:15
9/20/2024,card,27.92,Americano with Milk,0.00:39:55
9/20/2024,card,32.82,Latte,0.00:03:29
9/20/2024,card,23.02,Americano,0.00:39:23
9/20/2024,card,27.92,Americano with Milk,0.00:31:36
9/20/2024,card,27.92,Americano with Milk,0.00:32:43
9/21/2024,card,32.82,Latte,0.00:01:14
9/21/2024,card,32.82,Cocoa,0.00:02:13
9/21/2024,card,23.02,Cortado,0.00:37:47
9/21/2024,card,23.02,Cortado,0.00:38:45
9/21/2024,card,32.82,Cappuccino,0.00:10:09
9/21/2024,card,32.82,Latte,0.00:36:13
9/21/2024,card,32.82,Latte,0.00:16:28
9/21/2024,card,32.82,Latte,0.00:17:30
9/21/2024,card,23.02,Americano,0.00:29:42
9/21/2024,card,23.02,Americano,0.00:30:38
9/21/2024,card,32.82,Latte,0.00:33:58
9/21/2024,card,32.82,Latte,0.00:35:30
9/21/2024,card,27.92,Americano with Milk,0.00:18:46
9/21/2024,card,23.02,Americano,0.00:19:50
9/21/2024,card,23.02,Americano,0.00:20:48
9/22/2024,card,23.02,Americano,0.00:32:54
9/22/2024,card,27.92,Americano with Milk,0.00:12:09
9/22/2024,card,32.82,Latte,0.00:13:08
9/22/2024,card,23.02,Cortado,0.00:06:26
9/22/2024,card,23.02,Cortado,0.00:07:36
9/22/2024,card,27.92,Americano with Milk,0.00:51:59
9/22/2024,card,23.02,Americano,0.00:55:12
9/22/2024,card,27.92,Americano with Milk,0.00:07:20
9/22/2024,card,27.92,Americano with Milk,0.00:28:14
9/22/2024,card,27.92,Americano with Milk,0.00:29:35
9/22/2024,card,27.92,Americano with Milk,0.00:33:34
9/22/2024,card,32.82,Latte,0.00:34:10
9/22/2024,card,27.92,Americano with Milk,0.00:35:24
9/22/2024,card,32.82,Cocoa,0.00:25:03
9/22/2024,card,32.82,Latte,0.00:19:10
9/22/2024,card,32.82,Cappuccino,0.00:20:35
9/22/2024,card,27.92,Americano with Milk,0.00:46:26
9/22/2024,card,27.92,Americano with Milk,0.00:47:35
9/22/2024,card,27.92,Americano with Milk,0.00:07:04
9/22/2024,card,27.92,Americano with Milk,0.00:08:14
9/22/2024,card,32.82,Hot Chocolate,0.00:54:04
9/22/2024,card,32.82,Hot Chocolate,0.00:54:54
9/22/2024,card,23.02,Americano,0.00:37:02
9/22/2024,card,27.92,Americano with Milk,0.00:37:58
9/23/2024,card,27.92,Americano with Milk,0.00:03:37
9/23/2024,card,23.02,Cortado,0.00:04:17
9/23/2024,card,23.02,Americano,0.00:11:04
9/23/2024,card,27.92,Americano with Milk,0.00:08:51
9/23/2024,card,32.82,Cappuccino,0.00:27:47
9/23/2024,card,23.02,Americano,0.00:48:30
9/23/2024,card,32.82,Latte,0.00:47:21
9/23/2024,card,32.82,Cappuccino,0.00:09:45
9/23/2024,card,27.92,Americano with Milk,0.00:13:30
9/23/2024,card,27.92,Americano with Milk,0.00:15:15
9/24/2024,card,27.92,Americano with Milk,0.00:33:32
9/24/2024,card,32.82,Latte,0.00:23:57
9/24/2024,card,32.82,Latte,0.00:24:54
9/24/2024,card,32.82,Latte,0.00:46:44
9/24/2024,card,32.82,Latte,0.00:47:49
9/24/2024,card,32.82,Latte,0.00:11:39
9/24/2024,card,23.02,Cortado,0.00:31:28
9/24/2024,card,32.82,Cappuccino,0.00:37:23
9/24/2024,card,32.82,Latte,0.00:38:48
9/24/2024,card,23.02,Americano,0.00:43:02
9/24/2024,card,23.02,Americano,0.00:43:54
9/24/2024,card,32.82,Hot Chocolate,0.00:15:50
9/24/2024,card,32.82,Latte,0.00:05:14
9/24/2024,card,27.92,Americano with Milk,0.00:06:32
9/24/2024,card,27.92,Americano with Milk,0.00:07:35
9/25/2024,card,32.82,Cappuccino,0.00:51:21
9/25/2024,card,23.02,Cortado,0.00:35:32
9/25/2024,card,27.92,Americano with Milk,0.00:51:15
9/25/2024,card,32.82,Latte,0.00:52:53
9/25/2024,card,27.92,Americano with Milk,0.00:54:51
9/25/2024,card,27.92,Americano with Milk,0.00:55:59
9/25/2024,card,27.92,Americano with Milk,0.00:36:37
9/25/2024,card,27.92,Americano with Milk,0.00:37:31
9/25/2024,card,23.02,Americano,0.00:34:41
9/25/2024,card,27.92,Americano with Milk,0.00:18:51
9/26/2024,card,32.82,Latte,0.00:43:35
9/26/2024,card,27.92,Americano with Milk,0.00:37:06
9/26/2024,card,18.12,Espresso,0.00:55:52
9/26/2024,card,32.82,Cappuccino,0.00:34:48
9/26/2024,card,32.82,Latte,0.00:48:01
9/26/2024,card,32.82,Latte,0.00:21:55
9/26/2024,card,32.82,Latte,0.00:45:15
9/26/2024,card,23.02,Cortado,0.00:46:17
9/26/2024,card,27.92,Americano with Milk,0.00:47:24
9/27/2024,card,27.92,Americano with Milk,0.00:29:45
9/27/2024,card,23.02,Cortado,0.00:33:44
9/27/2024,card,32.82,Cappuccino,0.00:41:04
9/27/2024,card,27.92,Americano with Milk,0.00:46:56
9/27/2024,card,27.92,Americano with Milk,0.00:35:00
9/27/2024,card,32.82,Cappuccino,0.00:20:31
9/27/2024,card,32.82,Cappuccino,0.00:25:05
9/27/2024,card,23.02,Americano,0.00:28:33
9/27/2024,card,27.92,Americano with Milk,0.00:33:52
9/27/2024,card,32.82,Latte,0.00:07:43
9/27/2024,card,32.82,Latte,0.00:08:58
9/27/2024,card,32.82,Cappuccino,0.00:37:45
9/27/2024,card,32.82,Cappuccino,0.00:40:53
9/27/2024,card,32.82,Cappuccino,0.00:18:13
9/27/2024,card,32.82,Cappuccino,0.00:19:14
9/27/2024,card,27.92,Americano with Milk,0.00:58:15
9/28/2024,card,27.92,Americano with Milk,0.00:06:45
9/28/2024,card,27.92,Americano with Milk,0.00:31:14
9/28/2024,card,35.76,Latte,0.00:25:47
9/28/2024,card,35.76,Latte,0.00:57:20
9/28/2024,card,30.86,Americano with Milk,0.00:26:16
9/28/2024,card,35.76,Latte,0.00:34:31
9/28/2024,card,35.76,Latte,0.00:38:36
9/28/2024,card,35.76,Cappuccino,0.00:16:36
9/28/2024,card,35.76,Cocoa,0.00:17:29
9/28/2024,card,25.96,Cortado,0.00:18:16
9/28/2024,card,35.76,Hot Chocolate,0.00:19:13
9/29/2024,card,25.96,Americano,0.00:48:45
9/29/2024,card,35.76,Cappuccino,0.00:50:05
9/29/2024,card,35.76,Cappuccino,0.00:51:03
9/29/2024,card,35.76,Cappuccino,0.00:52:23
9/29/2024,card,30.86,Americano with Milk,0.00:53:42
9/29/2024,card,35.76,Latte,0.00:35:43
9/29/2024,card,25.96,Cortado,0.00:50:58
9/29/2024,card,35.76,Latte,0.00:54:15
9/29/2024,card,35.76,Latte,0.00:55:21
9/29/2024,card,35.76,Cappuccino,0.00:02:27
9/29/2024,card,35.76,Latte,0.00:31:02
9/30/2024,card,25.96,Cortado,0.00:08:47
9/30/2024,card,25.96,Cortado,0.00:58:54
9/30/2024,card,35.76,Hot Chocolate,0.00:00:04
9/30/2024,card,30.86,Americano with Milk,0.00:01:09
9/30/2024,card,25.96,Cortado,0.00:05:18
9/30/2024,card,30.86,Americano with Milk,0.00:32:54
9/30/2024,card,30.86,Americano with Milk,0.00:45:44
9/30/2024,card,35.76,Latte,0.00:32:18
9/30/2024,card,30.86,Americano with Milk,0.00:53:14
9/30/2024,card,25.96,Cortado,0.00:54:17
9/30/2024,card,35.76,Latte,0.00:59:19
9/30/2024,card,30.86,Americano with Milk,0.00:00:42
9/30/2024,card,30.86,Americano with Milk,0.00:01:42
9/30/2024,card,30.86,Americano with Milk,0.00:41:07
10/1/2024,card,35.76,Latte,0.00:47:08
10/1/2024,card,30.86,Americano with Milk,0.00:48:30
10/1/2024,card,30.86,Americano with Milk,0.00:02:26
10/1/2024,card,30.86,Americano with Milk,0.00:03:47
10/1/2024,card,30.86,Americano with Milk,0.00:55:31
10/1/2024,card,30.86,Americano with Milk,0.00:12:48
10/1/2024,card,30.86,Americano with Milk,0.00:14:23
10/1/2024,card,25.96,Americano,0.00:17:35
10/1/2024,card,30.86,Americano with Milk,0.00:18:52
10/1/2024,card,35.76,Hot Chocolate,0.00:08:39
10/1/2024,card,25.96,Americano,0.00:41:54
10/1/2024,card,35.76,Latte,0.00:08:26
10/1/2024,card,35.76,Latte,0.00:23:11
10/1/2024,card,35.76,Hot Chocolate,0.00:24:14
10/1/2024,card,35.76,Hot Chocolate,0.00:03:22
10/2/2024,card,35.76,Latte,0.00:57:18
10/2/2024,card,25.96,Cortado,0.00:42:44
10/2/2024,card,30.86,Americano with Milk,0.00:19:17
10/2/2024,card,35.76,Latte,0.00:22:01
10/2/2024,card,30.86,Americano with Milk,0.00:23:55
10/2/2024,card,35.76,Cappuccino,0.00:28:53
10/2/2024,card,35.76,Cappuccino,0.00:13:42
10/2/2024,card,35.76,Hot Chocolate,0.00:31:07
10/2/2024,card,35.76,Hot Chocolate,0.00:18:55
10/2/2024,card,35.76,Hot Chocolate,0.00:19:40
10/2/2024,card,35.76,Hot Chocolate,0.00:20:23
10/3/2024,card,35.76,Cocoa,0.00:47:35
10/3/2024,card,30.86,Americano with Milk,0.00:12:05
10/3/2024,card,25.96,Cortado,0.00:12:57
10/3/2024,card,35.76,Hot Chocolate,0.00:14:04
10/3/2024,card,35.76,Hot Chocolate,0.00:21:06
10/3/2024,card,35.76,Hot Chocolate,0.00:21:46
10/3/2024,card,35.76,Cappuccino,0.00:29:03
10/3/2024,card,35.76,Hot Chocolate,0.00:31:00
10/4/2024,card,25.96,Americano,0.00:44:00
10/4/2024,card,25.96,Americano,0.00:45:39
10/4/2024,card,30.86,Americano with Milk,0.00:30:22
10/4/2024,card,25.96,Americano,0.00:31:27
10/4/2024,card,25.96,Cortado,0.00:53:58
10/4/2024,card,25.96,Cortado,0.00:55:04
10/4/2024,card,35.76,Latte,0.00:35:14
10/4/2024,card,35.76,Hot Chocolate,0.00:42:22
10/4/2024,card,35.76,Cocoa,0.00:44:36
10/5/2024,card,25.96,Cortado,0.00:00:46
10/5/2024,card,25.96,Cortado,0.00:01:42
10/5/2024,card,35.76,Cocoa,0.00:35:44
10/5/2024,card,35.76,Cappuccino,0.00:12:13
10/5/2024,card,25.96,Americano,0.00:08:38
10/5/2024,card,25.96,Americano,0.00:09:33
10/6/2024,card,25.96,Cortado,0.00:22:56
10/6/2024,card,35.76,Cappuccino,0.00:05:43
10/6/2024,card,25.96,Cortado,0.00:06:47
10/6/2024,card,35.76,Latte,0.00:55:28
10/6/2024,card,35.76,Latte,0.00:09:03
10/6/2024,card,35.76,Cappuccino,0.00:10:17
10/6/2024,card,30.86,Americano with Milk,0.00:11:43
10/6/2024,card,25.96,Americano,0.00:46:03
10/6/2024,card,35.76,Cappuccino,0.00:47:02
10/6/2024,card,30.86,Americano with Milk,0.00:50:00
10/6/2024,card,35.76,Latte,0.00:51:04
10/6/2024,card,35.76,Cappuccino,0.00:51:56
10/6/2024,card,35.76,Cappuccino,0.00:31:33
10/6/2024,card,21.06,Espresso,0.00:35:45
10/6/2024,card,30.86,Americano with Milk,0.00:17:45
10/6/2024,card,35.76,Hot Chocolate,0.00:35:16
10/6/2024,card,35.76,Hot Chocolate,0.00:09:12
10/6/2024,card,35.76,Hot Chocolate,0.00:10:00
10/6/2024,card,35.76,Hot Chocolate,0.00:10:45
10/6/2024,card,35.76,Latte,0.00:16:48
10/7/2024,card,35.76,Latte,0.00:33:36
10/7/2024,card,35.76,Latte,0.00:49:36
10/7/2024,card,30.86,Americano with Milk,0.00:50:41
10/7/2024,card,35.76,Cocoa,0.00:05:28
10/7/2024,card,35.76,Latte,0.00:09:58
10/7/2024,card,30.86,Americano with Milk,0.00:17:56
10/7/2024,card,25.96,Americano,0.00:31:45
10/7/2024,card,25.96,Americano,0.00:32:38
10/7/2024,card,35.76,Latte,0.00:48:55
10/7/2024,card,35.76,Hot Chocolate,0.00:14:42
10/7/2024,card,35.76,Hot Chocolate,0.00:15:20
10/7/2024,card,35.76,Latte,0.00:40:48
10/8/2024,card,35.76,Latte,0.00:11:50
10/8/2024,card,30.86,Americano with Milk,0.00:05:14
10/8/2024,card,25.96,Americano,0.00:22:31
10/8/2024,card,35.76,Latte,0.00:27:08
10/8/2024,card,35.76,Latte,0.00:30:10
10/8/2024,card,25.96,Americano,0.00:48:04
10/8/2024,card,25.96,Americano,0.00:49:04
10/8/2024,card,35.76,Latte,0.00:04:00
10/8/2024,card,35.76,Latte,0.00:04:59
10/8/2024,card,35.76,Latte,0.00:42:52
10/8/2024,card,35.76,Latte,0.00:13:41
10/8/2024,card,25.96,Americano,0.00:19:52
10/8/2024,card,30.86,Americano with Milk,0.00:50:43
10/8/2024,card,35.76,Hot Chocolate,0.00:40:40
10/8/2024,card,35.76,Cappuccino,0.00:41:33
10/8/2024,card,35.76,Latte,0.00:51:08
10/8/2024,card,30.86,Americano with Milk,0.00:24:32
10/8/2024,card,30.86,Americano with Milk,0.00:25:32
10/9/2024,card,35.76,Latte,0.00:54:42
10/9/2024,card,30.86,Americano with Milk,0.00:25:57
10/9/2024,card,30.86,Americano with Milk,0.00:43:21
10/9/2024,card,35.76,Latte,0.00:59:40
10/9/2024,card,21.06,Espresso,0.00:37:56
10/9/2024,card,25.96,Americano,0.00:18:02
10/9/2024,card,35.76,Latte,0.00:03:08
10/9/2024,card,30.86,Americano with Milk,0.00:52:34
10/9/2024,card,35.76,Cappuccino,0.00:26:44
10/9/2024,card,25.96,Americano,0.00:27:48
10/9/2024,card,21.06,Espresso,0.00:49:59
10/9/2024,card,35.76,Cappuccino,0.00:49:12
10/10/2024,card,25.96,Americano,0.00:48:06
10/10/2024,card,30.86,Americano with Milk,0.00:23:20
10/10/2024,card,35.76,Hot Chocolate,0.00:51:44
10/10/2024,card,35.76,Latte,0.00:05:09
10/10/2024,card,25.96,Cortado,0.00:42:43
10/10/2024,card,25.96,Cortado,0.00:43:30
10/10/2024,card,35.76,Latte,0.00:55:32
10/10/2024,card,35.76,Latte,0.00:04:19
10/10/2024,card,35.76,Cappuccino,0.00:05:42
10/10/2024,card,35.76,Latte,0.00:40:44
10/10/2024,card,25.96,Americano,0.00:18:32
10/10/2024,card,30.86,Americano with Milk,0.00:56:30
10/10/2024,card,35.76,Latte,0.00:57:35
10/10/2024,card,35.76,Hot Chocolate,0.00:33:17
10/10/2024,card,35.76,Hot Chocolate,0.00:33:59
10/11/2024,card,30.86,Americano with Milk,0.00:54:51
10/11/2024,card,35.76,Latte,0.00:00:50
10/11/2024,card,25.96,Cortado,0.00:12:20
10/11/2024,card,35.76,Latte,0.00:28:18
10/11/2024,card,35.76,Cocoa,0.00:29:22
10/11/2024,card,35.76,Cocoa,0.00:55:43
10/11/2024,card,30.86,Americano with Milk,0.00:56:58
10/11/2024,card,35.76,Hot Chocolate,0.00:58:09
10/11/2024,card,30.86,Americano with Milk,0.00:31:42
10/11/2024,card,25.96,Cortado,0.00:38:46
10/11/2024,card,25.96,Americano,0.00:00:40
10/11/2024,card,25.96,Americano,0.00:01:54
10/11/2024,card,30.86,Americano with Milk,0.00:30:36
10/11/2024,card,35.76,Latte,0.00:05:01
10/11/2024,card,25.96,Americano,0.00:29:02
10/11/2024,card,25.96,Americano,0.00:30:09
10/11/2024,card,35.76,Cocoa,0.00:33:40
10/11/2024,card,25.96,Americano,0.00:35:29
10/11/2024,card,35.76,Cappuccino,0.00:50:08
10/11/2024,card,35.76,Latte,0.00:12:07
10/11/2024,card,35.76,Hot Chocolate,0.00:13:21
10/11/2024,card,35.76,Hot Chocolate,0.00:26:11
10/11/2024,card,35.76,Latte,0.00:48:37
10/11/2024,card,30.86,Americano with Milk,0.00:53:53
10/11/2024,card,35.76,Hot Chocolate,0.00:36:27
10/11/2024,card,35.76,Hot Chocolate,0.00:37:26
10/12/2024,card,25.96,Cortado,0.00:28:15
10/12/2024,card,25.96,Cortado,0.00:31:38
10/12/2024,card,25.96,Cortado,0.00:32:55
10/12/2024,card,35.76,Latte,0.00:52:15
10/12/2024,card,30.86,Americano with Milk,0.00:53:41
10/12/2024,card,35.76,Cappuccino,0.00:18:47
10/12/2024,card,35.76,Latte,0.00:10:53
10/13/2024,card,25.96,Cortado,0.00:54:55
10/13/2024,card,30.86,Americano with Milk,0.00:20:46
10/13/2024,card,25.96,Cortado,0.00:32:29
10/13/2024,card,21.06,Espresso,0.00:33:29
10/13/2024,card,25.96,Cortado,0.00:34:25
10/13/2024,card,35.76,Latte,0.00:53:20
10/13/2024,card,35.76,Latte,0.00:54:22
10/13/2024,card,35.76,Cappuccino,0.00:22:58
10/13/2024,card,35.76,Cappuccino,0.00:43:04
10/14/2024,card,30.86,Americano with Milk,0.00:26:54
10/14/2024,card,35.76,Cocoa,0.00:49:54
10/14/2024,card,25.96,Cortado,0.00:27:51
10/14/2024,card,35.76,Latte,0.00:38:06
10/14/2024,card,35.76,Latte,0.00:39:13
10/14/2024,card,35.76,Cappuccino,0.00:23:50
10/14/2024,card,25.96,Americano,0.00:25:37
10/14/2024,card,25.96,Americano,0.00:26:45
10/14/2024,card,35.76,Latte,0.00:36:07
10/14/2024,card,35.76,Latte,0.00:49:51
10/14/2024,card,25.96,Americano,0.00:37:47
10/14/2024,card,35.76,Latte,0.00:19:19
10/14/2024,card,35.76,Cappuccino,0.00:20:20
10/14/2024,card,35.76,Latte,0.00:08:53
10/14/2024,card,35.76,Latte,0.00:10:23
10/14/2024,card,35.76,Latte,0.00:21:53
10/15/2024,card,25.96,Cortado,0.00:14:28
10/15/2024,card,21.06,Espresso,0.00:34:17
10/15/2024,card,35.76,Hot Chocolate,0.00:13:22
10/15/2024,card,35.76,Latte,0.00:15:20
10/15/2024,card,35.76,Hot Chocolate,0.00:16:27
10/15/2024,card,35.76,Latte,0.00:00:43
10/15/2024,card,30.86,Americano with Milk,0.00:15:44
10/15/2024,card,35.76,Latte,0.00:32:11
10/15/2024,card,25.96,Americano,0.00:54:16
10/15/2024,card,21.06,Espresso,0.00:55:19
10/15/2024,card,35.76,Hot Chocolate,0.00:04:11
10/15/2024,card,25.96,Americano,0.00:22:21
10/15/2024,card,35.76,Cocoa,0.00:23:17
10/15/2024,card,35.76,Latte,0.00:11:14
10/15/2024,card,35.76,Latte,0.00:12:28
10/15/2024,card,35.76,Hot Chocolate,0.00:18:08
10/15/2024,card,35.76,Hot Chocolate,0.00:35:19
10/15/2024,card,35.76,Latte,0.00:15:19
10/16/2024,card,30.86,Americano with Milk,0.00:21:26
10/16/2024,card,35.76,Hot Chocolate,0.00:36:23
10/16/2024,card,35.76,Latte,0.00:25:51
10/16/2024,card,30.86,Americano with Milk,0.00:15:47
10/16/2024,card,30.86,Americano with Milk,0.00:16:53
10/16/2024,card,30.86,Americano with Milk,0.00:45:25
10/16/2024,card,25.96,Americano,0.00:49:44
10/16/2024,card,30.86,Americano with Milk,0.00:29:44
10/16/2024,card,25.96,Americano,0.00:20:10
10/16/2024,card,35.76,Latte,0.00:45:29
10/16/2024,card,30.86,Americano with Milk,0.00:43:20
10/16/2024,card,30.86,Americano with Milk,0.00:37:42
10/16/2024,card,30.86,Americano with Milk,0.00:38:36
10/16/2024,card,35.76,Hot Chocolate,0.00:20:28
10/17/2024,card,35.76,Latte,0.00:47:00
10/17/2024,card,35.76,Latte,0.00:58:06
10/17/2024,card,30.86,Americano with Milk,0.00:24:27
10/17/2024,card,35.76,Latte,0.00:26:37
10/17/2024,card,35.76,Hot Chocolate,0.00:44:54
10/17/2024,card,30.86,Americano with Milk,0.00:59:26
10/17/2024,card,35.76,Latte,0.00:57:24
10/17/2024,card,25.96,Americano,0.00:34:42
10/17/2024,card,35.76,Hot Chocolate,0.00:37:12
10/17/2024,card,35.76,Hot Chocolate,0.00:38:18
10/17/2024,card,35.76,Latte,0.00:39:09
10/17/2024,card,35.76,Hot Chocolate,0.00:48:35
10/17/2024,card,35.76,Hot Chocolate,0.00:49:33
10/17/2024,card,35.76,Cappuccino,0.00:08:27
10/17/2024,card,35.76,Hot Chocolate,0.00:09:30
10/17/2024,card,35.76,Latte,0.00:43:12
10/17/2024,card,30.86,Americano with Milk,0.00:11:36
10/17/2024,card,35.76,Latte,0.00:46:12
10/17/2024,card,35.76,Latte,0.00:47:20
10/17/2024,card,35.76,Latte,0.00:48:31
10/17/2024,card,35.76,Hot Chocolate,0.00:49:54
10/18/2024,card,35.76,Cocoa,0.00:41:59
10/18/2024,card,35.76,Cocoa,0.00:42:59
10/18/2024,card,35.76,Cocoa,0.00:32:41
10/18/2024,card,35.76,Cocoa,0.00:34:08
10/18/2024,card,35.76,Cappuccino,0.00:55:20
10/18/2024,card,35.76,Cappuccino,0.00:54:58
10/18/2024,card,35.76,Latte,0.00:51:04
10/18/2024,card,35.76,Cappuccino,0.00:52:15
10/18/2024,card,25.96,Americano,0.00:39:20
10/18/2024,card,35.76,Latte,0.00:09:57
10/18/2024,card,35.76,Hot Chocolate,0.00:45:39
10/18/2024,card,35.76,Cocoa,0.00:14:40
10/18/2024,card,35.76,Cocoa,0.00:15:22
10/18/2024,card,30.86,Americano with Milk,0.00:52:23
10/18/2024,card,35.76,Latte,0.00:03:27
10/19/2024,card,30.86,Americano with Milk,0.00:34:13
10/19/2024,card,35.76,Latte,0.00:22:06
10/19/2024,card,35.76,Cappuccino,0.00:10:32
10/19/2024,card,35.76,Hot Chocolate,0.00:56:55
10/19/2024,card,35.76,Latte,0.00:59:24
10/19/2024,card,35.76,Latte,0.00:02:45
10/19/2024,card,35.76,Latte,0.00:17:42
10/19/2024,card,35.76,Cocoa,0.00:46:45
10/19/2024,card,35.76,Cappuccino,0.00:46:37
10/20/2024,card,35.76,Latte,0.00:40:44
10/20/2024,card,35.76,Cocoa,0.00:41:50
10/20/2024,card,35.76,Latte,0.00:16:51
10/20/2024,card,35.76,Hot Chocolate,0.00:28:46
10/20/2024,card,25.96,Cortado,0.00:29:43
10/20/2024,card,30.86,Americano with Milk,0.00:52:45
10/20/2024,card,35.76,Latte,0.00:45:09
10/20/2024,card,35.76,Latte,0.00:46:04
10/20/2024,card,35.76,Latte,0.00:27:05
10/20/2024,card,35.76,Cocoa,0.00:34:16
10/20/2024,card,35.76,Cocoa,0.00:35:08
10/20/2024,card,35.76,Hot Chocolate,0.00:14:18
10/20/2024,card,25.96,Cortado,0.00:15:17
10/20/2024,card,35.76,Cocoa,0.00:17:26
10/20/2024,card,35.76,Latte,0.00:25:00
10/20/2024,card,35.76,Cappuccino,0.00:17:29
10/21/2024,card,35.76,Latte,0.00:48:43
10/21/2024,card,35.76,Latte,0.00:19:56
10/21/2024,card,30.86,Americano with Milk,0.00:04:54
10/21/2024,card,35.76,Latte,0.00:34:25
10/21/2024,card,25.96,Americano,0.00:25:09
10/21/2024,card,25.96,Cortado,0.00:41:44
10/21/2024,card,25.96,Cortado,0.00:42:35
10/21/2024,card,21.06,Espresso,0.00:27:41
10/21/2024,card,35.76,Cappuccino,0.00:40:24
10/21/2024,card,35.76,Latte,0.00:42:56
10/21/2024,card,35.76,Latte,0.00:43:58
10/21/2024,card,30.86,Americano with Milk,0.00:27:02
10/21/2024,card,25.96,Cortado,0.00:39:04
10/21/2024,card,35.76,Cocoa,0.00:42:57
10/21/2024,card,35.76,Latte,0.00:55:22
10/21/2024,card,35.76,Hot Chocolate,0.00:21:13
10/21/2024,card,35.76,Latte,0.00:05:36
10/21/2024,card,35.76,Cocoa,0.00:30:44
10/21/2024,card,35.76,Hot Chocolate,0.00:31:34
10/22/2024,card,35.76,Latte,0.00:32:59
10/22/2024,card,35.76,Cappuccino,0.00:34:00
10/22/2024,card,30.86,Americano with Milk,0.00:25:32
10/22/2024,card,25.96,Cortado,0.00:17:50
10/22/2024,card,21.06,Espresso,0.00:51:32
10/22/2024,card,25.96,Cortado,0.00:52:17
10/22/2024,card,25.96,Americano,0.00:07:02
10/22/2024,card,35.76,Hot Chocolate,0.00:46:39
10/22/2024,card,35.76,Latte,0.00:47:50
10/23/2024,card,35.76,Latte,0.00:58:06
10/23/2024,card,30.86,Americano with Milk,0.00:45:14
10/23/2024,card,25.96,Cortado,0.00:24:57
10/23/2024,card,30.86,Americano with Milk,0.00:31:05
10/23/2024,card,30.86,Americano with Milk,0.00:20:02
10/23/2024,card,30.86,Americano with Milk,0.00:21:09
10/23/2024,card,35.76,Cappuccino,0.00:42:30
10/23/2024,card,21.06,Espresso,0.00:02:46
10/23/2024,card,35.76,Cocoa,0.00:58:58
10/23/2024,card,35.76,Cappuccino,0.00:00:43
10/23/2024,card,30.86,Americano with Milk,0.00:57:20
10/23/2024,card,35.76,Hot Chocolate,0.00:58:23
10/23/2024,card,35.76,Latte,0.00:23:38
10/24/2024,card,25.96,Americano,0.00:07:46
10/24/2024,card,35.76,Cappuccino,0.00:23:59
10/24/2024,card,35.76,Cappuccino,0.00:09:46
10/24/2024,card,35.76,Hot Chocolate,0.00:49:01
10/24/2024,card,35.76,Latte,0.00:49:49
10/24/2024,card,35.76,Latte,0.00:47:32
10/24/2024,card,35.76,Latte,0.00:48:29
10/24/2024,card,25.96,Americano,0.00:53:47
10/24/2024,card,25.96,Americano,0.00:55:07
